11632	56	72
11633	18	1568
20	16	11634
11635	342	1863
11636	56	72
5586	136	11637
11638	158	2590
197	174	11639
11640	366	1426
11641	36	5714
11642	292	5982
4295	158	11643
11644	158	488
11645	18	11646
11647	342	2459
11648	280	3238
11649	18	180
4674	14	11650
11651	158	1336
11652	10	27
11653	114	47
7030	96	11654
4649	330	11655
8908	216	11656
11657	442	1232
11658	366	4053
2154	4	11659
11660	100	2717
11661	142	98
11662	66	2941
11663	404	25
11664	402	11665
11666	58	4451
7238	344	11667
11668	198	11053
11669	398	7653
346	14	11670
11671	60	1977
6424	60	11672
1987	234	11673
3432	36	11674
325	158	11675
11676	92	2590
11677	196	4387
8070	60	11678
2848	36	11679
11680	120	2736
5242	406	11681
11682	398	7653
3152	96	11683
1300	168	11684
11685	336	11686
9678	196	11687
11688	172	4239
11689	4	3350
547	14	11690
11691	56	72
2692	36	11692
11693	24	195
801	132	11694
11695	114	197
11696	60	124
11697	34	197
2587	280	11698
4327	250	11699
11700	180	7679
11701	12	10009
11702	60	1005
11703	194	88
11704	36	9908
11705	12	6507
6277	96	11706
2904	94	11707
11708	254	2823
11709	148	616
11710	28	5606
11711	292	7742
11712	82	214
7964	206	11713
11714	4	3525
11715	262	777
11716	24	195
11717	158	10781
11718	0	745
11719	198	2028
11720	108	1944
11721	338	4330
11722	18	797
11723	42	57
11724	114	47
11725	92	2590
11726	60	124
11727	158	5918
11728	118	4388
11729	36	6283
9350	292	11730
6938	258	11731
1144	96	11732
11733	0	1
266	174	11734
11735	34	266
11736	270	3850
11737	34	266
11738	12	379
551	16	11739
11740	82	490
8393	6	11741
11742	12	2118
4744	180	11743
11744	24	195
7263	96	11745
11746	0	1
2062	98	11747
11748	18	258
180	28	11749
11750	142	6728
8825	96	11751
10721	258	11752
1127	96	11753
11754	174	3396
337	174	11755
11756	100	724
11757	364	8409
11758	188	11758
11759	14	1345
11125	48	11760
11761	158	846
11762	42	57
11763	196	956
11764	60	1291
428	94	11765
83	110	11766
11767	114	337
11768	98	5744
11769	274	25
680	26	11770
7332	168	11771
11772	316	3563
11773	138	6090
1158	136	11774
11775	256	1643
11776	96	11777
11778	216	11779
3214	136	11780
11781	254	10279
1100	36	11782
9240	248	11783
1510	174	11784
11785	136	255
11786	200	10262
458	170	11787
528	96	11788
1143	106	11789
11790	302	5382
11791	60	1005
5927	134	11792
1085	174	11793
4271	258	11794
11795	258	11796
11797	34	197
3632	36	11798
1342	50	11799
1008	26	11800
11801	122	11802
11803	94	370
11804	58	10906
11805	252	11805
4954	36	11806
11807	44	9284
4854	50	11808
11809	114	266
27	96	11810
6056	406	11811
11812	0	1
11813	34	337
1312	16	11814
11815	32	5127
11816	114	266
11817	56	72
4524	156	11818
11819	12	3805
11820	56	72
11821	120	212
11822	416	5995
1008	26	11823
11824	194	88
266	174	11825
1820	390	11826
11827	24	195
9102	16	11828
11829	254	11830
11831	92	11832
11833	136	8366
8850	158	11834
11835	12	2813
11836	158	2771
11837	34	197
5242	406	11838
11839	182	4415
11840	114	197
11841	258	11842
11843	100	5751
11844	286	25
7319	84	11845
11846	142	1345
11847	182	4572
11848	402	11849
11850	180	5599
9459	98	11851
11852	142	1293
11853	12	1814
11854	96	7991
11855	254	328
7105	98	11856
11857	338	11826
11858	98	6797
11859	138	3720
11860	58	8883
2152	222	11861
11862	402	10548
11615	444	11863
2748	28	11864
1548	158	11865
11866	4	3495
1460	292	11867
11868	66	6629
11869	92	11870
3610	4	11871
11872	42	57
11873	158	2425
1878	0	11874
11875	40	8891
8527	218	11876
11877	430	27
11878	120	1222
11879	14	435
11880	258	4271
11881	198	5809
11882	58	1817
11883	382	5593
9619	64	11884
2888	292	11885
693	64	11886
11887	58	950
677	60	11888
1069	96	11889
11890	188	11890
11891	136	9872
11892	196	8589
11893	126	444
47	174	11894
11895	114	197
11896	216	7105
6135	98	11897
10149	308	11898
11899	100	2717
11900	114	197
11901	254	5759
11902	92	4560
2518	182	11903
11904	68	3064
110	96	11905
8188	26	11906
11907	24	31
11908	292	3438
11909	220	1518
5802	74	11910
11911	158	392
11912	120	1222
11913	56	72
1518	96	11914
1160	14	11915
11916	34	337
11917	154	38
11918	472	2012
4478	258	11919
3464	136	11920
11921	202	11202
4393	168	11922
9585	370	11923
6375	346	11924
11925	390	11926
11927	182	8046
11928	138	3166
11929	94	9099
3943	96	11930
11931	56	72
11932	24	195
27	96	11933
11934	308	4550
5625	448	11935
27	320	11936
11937	310	11937
11938	24	31
9255	202	11939
377	96	11940
11941	298	6055
1	284	11942
1471	26	11943
11944	60	669
1416	86	11945
11946	384	25
11947	34	197
11948	60	3951
2696	96	11949
11950	336	2870
27	320	11951
2324	360	11952
11953	56	72
1144	96	11954
2230	100	11955
11956	472	7900
5662	218	11957
11958	286	25
11959	56	72
5492	60	11960
11961	180	3421
1506	4	11962
47	174	11963
5524	100	11964
11965	56	72
11966	184	395
2864	234	11967
11968	34	197
11969	472	11002
1000	326	11970
1956	44	11971
11972	396	308
3764	14	11973
11870	96	11974
11975	184	395
11976	82	27
11977	100	488
7397	254	11978
11979	58	4422
11980	342	8166
11496	258	11981
11982	394	88
79	64	11983
11984	66	205
11985	96	4007
523	68	11986
11987	270	11988
11989	18	2885
11990	114	47
11991	202	9429
11992	182	11955
11993	60	1005
11994	12	7138
1837	194	11995
11996	36	685
11997	60	3951
3153	96	11998
197	174	11999
12000	182	3098
10312	60	12001
12002	56	72
12003	18	1924
12004	112	1753
12005	212	6505
12006	58	8692
3248	296	12007
12008	14	435
12009	180	5230
12010	82	27
10025	346	12011
1347	126	12012
12013	60	726
2857	158	12014
12015	310	12015
12016	96	12017
12018	58	4451
27	96	12019
10751	12	12020
1	284	12021
12022	114	337
12023	12	5839
12024	164	6895
4206	182	12025
4662	100	12026
8812	50	12027
12028	56	72
12029	94	127
12030	18	1473
12031	36	5580
12032	254	112
12033	14	4600
12034	134	9844
4752	416	12035
12036	56	72
2397	168	12037
12038	186	27
11588	346	12039
12040	430	27
4046	330	12041
12042	60	124
12043	184	395
12044	136	485
12045	56	72
47	174	12046
12047	120	2658
7768	346	12048
5330	36	12049
12050	120	1222
12051	308	5137
8707	158	12052
12053	336	3943
1008	26	12054
12055	56	72
4851	64	12056
4252	4	12057
4796	196	12058
12059	196	8097
12060	58	8136
12061	194	88
12029	100	12062
12063	0	1
12064	246	1732
27	320	12065
1426	96	12066
4235	258	12067
9008	98	12068
12069	56	72
10	10	12070
12071	96	12072
12073	0	1
12074	86	4779
12075	114	266
12076	440	1977
12077	112	7058
12078	158	4607
5043	60	12079
12080	96	3989
12081	42	57
12082	72	88
12083	84	4630
12084	226	2529
120	96	12085
12086	236	1707
12087	426	11066
12088	82	120
337	174	12089
12090	432	25
12091	62	798
1326	98	12092
12093	98	10323
12094	384	25
12095	184	395
10845	216	12096
12097	258	11872
197	174	12098
3691	16	12099
12100	56	72
12101	34	337
12102	16	3807
12103	254	12104
459	96	12105
12106	98	8367
1100	36	12107
12108	12	624
395	390	12109
12110	32	1679
12111	10	27
27	96	12112
12113	136	9135
6740	30	12114
12115	12	1090
12116	82	1518
2590	96	12117
3148	28	12118
4560	96	12119
12120	354	12121
9761	96	12122
12123	196	2015
395	390	12124
12125	10	27
337	174	12126
12127	34	197
12128	96	12129
110	96	12130
2716	222	12131
12132	94	11184
12133	398	1284
12134	42	57
79	64	12135
752	96	12136
12137	18	3587
8900	8	12138
12139	120	6097
120	202	12140
12141	56	72
12142	192	1587
10311	172	12143
12144	200	1985
12145	186	1518
3709	126	12146
12147	60	669
1461	234	12148
12149	94	4902
9358	158	12150
2616	10	12151
12152	120	1222
12153	402	1372
12154	196	3321
12155	30	12156
11747	60	12157
12158	406	11402
5330	36	12159
12160	60	3951
12161	24	195
488	96	12162
12163	254	11189
12164	34	337
12165	100	9217
12166	60	11672
12167	36	6619
12168	136	12169
12170	60	124
12171	44	7457
3417	36	12172
12173	120	1222
10979	148	12174
12175	192	1993
12176	84	3828
1198	96	12177
12178	58	9186
12179	114	266
11807	292	12180
12181	24	195
12182	298	6436
12183	36	12184
12185	12	3918
12186	14	646
12187	56	72
12188	82	490
9619	64	12189
27	96	12190
12191	258	9339
2562	100	12192
12193	120	1222
8872	6	12194
621	26	12195
12196	56	72
12197	114	266
7674	258	12198
3358	26	12199
12200	36	12201
12202	278	4045
12203	42	57
6064	174	12204
12205	114	197
1635	270	12206
12207	36	9122
12208	138	604
12209	88	27
2133	96	12210
12211	258	7335
1	284	12212
4483	158	12213
5402	96	12214
7308	96	12215
12216	152	5979
12217	58	3064
8706	96	12218
27	320	12219
12220	188	12220
12221	56	72
284	62	12222
2686	96	12223
12224	252	12224
12221	270	12225
2825	166	12226
12227	366	2717
9139	278	12228
12229	120	1222
110	320	12230
4658	322	12231
8311	246	12232
12233	114	337
6593	158	12234
3711	132	12235
12236	42	57
927	206	12237
12238	120	2736
12239	60	669
12240	82	110
490	96	12241
12242	336	1261
12243	336	459
12244	192	6839
12245	120	212
6678	44	12246
12247	36	4049
12248	254	2823
5357	182	12249
12250	42	57
12251	60	10439
11321	96	12252
375	96	12253
12254	114	197
6678	44	12255
12256	254	2847
27	102	12257
7577	100	12258
2929	28	12259
12260	252	12260
1296	100	12261
12262	366	6987
12263	96	8967
12264	98	3901
5362	60	12265
12266	258	6703
3200	258	12267
1312	16	12268
12269	56	72
573	164	12270
12271	344	9118
12272	62	926
551	16	12273
621	352	12274
6452	258	12275
891	12	12276
12277	94	5439
12278	82	6131
12279	50	9242
862	36	12280
12281	336	2590
12282	30	1533
12283	122	132
12284	12	2784
12285	60	1005
687	168	12286
5704	100	12287
12288	98	2104
12289	116	411
12290	188	12290
12291	24	195
2414	96	12292
12293	24	195
3691	16	12294
6899	158	12295
12296	42	57
12297	56	72
12298	136	12299
5897	246	12300
12301	18	1098
12302	402	1894
12303	56	72
12304	16	8391
8405	182	12305
12306	16	7446
3173	62	12307
7276	148	12308
9889	94	12309
12310	444	11865
6952	100	12311
6938	248	12312
12313	56	72
12314	440	5838
12315	136	10953
11711	292	12316
12317	12	1368
12318	114	266
12319	34	47
4516	100	12320
12321	198	11320
27	320	12322
12323	262	777
197	174	12324
8365	374	12325
11621	258	12326
12327	36	950
12328	376	8431
12329	36	7862
7865	212	12330
120	96	12331
12332	348	623
12333	96	11586
12334	24	31
12335	310	12335
12336	98	9688
12337	182	4520
1526	70	12338
12339	60	4815
12340	286	25
12341	0	745
876	96	12342
1	284	12343
12344	348	5176
337	174	12345
12346	288	27
2902	28	12347
12348	46	9642
9626	322	12349
8343	62	12350
12351	114	337
12352	208	2231
8006	4	12353
7453	332	12354
12355	18	1528
166	96	12356
50	254	12357
12358	396	1231
266	174	12359
12360	4	537
12361	34	197
12362	292	10561
8854	38	12363
2033	230	12364
7181	84	12365
197	174	12366
12367	376	2496
280	436	12368
9155	180	12369
12370	56	72
12371	36	5719
1394	12	12372
12373	120	1222
12374	52	25
6713	36	12375
12376	308	8814
12377	70	9746
986	90	12378
12379	96	6354
12380	184	395
12381	126	9555
5447	248	12382
12383	60	170
12384	82	1198
12385	114	47
4793	100	12386
2590	96	12387
12388	24	195
12389	122	12390
12391	60	1005
12392	62	9771
12393	120	2658
6665	346	12394
12395	366	1426
12396	56	72
12397	114	266
12398	120	2658
6057	426	12399
12400	36	3198
12401	114	266
12402	416	6642
12403	0	1
12404	24	195
12405	398	7653
337	174	12406
12407	70	2235
1440	110	12408
12409	58	1119
12410	36	6219
27	96	12411
12412	56	72
12413	122	528
4796	192	12414
12415	360	9919
12416	60	2213
6035	248	12417
12418	122	4742
12419	34	337
8371	66	12420
4353	258	12421
12422	264	6742
12423	34	337
7360	416	12424
10471	120	12425
2654	208	12426
528	96	12427
12428	18	2447
12429	370	5359
12430	0	1
12431	36	6851
5001	84	12432
3683	100	12433
12434	56	72
12435	242	25
8041	120	12436
2802	302	12437
752	96	12438
12439	34	337
8389	66	12440
12441	92	1069
12442	148	6051
12443	114	337
9797	14	12444
12445	56	72
5832	4	12446
12447	396	308
12448	98	1824
12449	120	1222
27	96	12450
12451	66	10690
1284	174	12452
12453	158	6211
12454	60	669
12455	18	2902
12456	316	2812
12457	298	4103
197	174	12458
9183	18	12459
12460	158	2953
12461	88	120
6630	100	12462
1980	392	12463
12464	196	1075
5096	448	12465
27	320	12466
12467	16	11171
12468	114	266
12469	120	1222
9275	292	12470
12471	114	197
9894	208	12472
1367	96	12473
7945	64	12474
12475	34	197
12476	4	9378
12477	196	4287
12478	292	12479
120	96	12480
1	284	12481
12203	376	12482
12483	42	57
764	434	12484
1106	168	12485
12486	56	72
12487	288	1198
1106	168	12488
12489	322	5011
178	110	12490
12491	136	3346
12492	52	25
4803	174	12493
451	392	12494
12495	188	12495
120	96	12496
337	174	12497
12498	134	3406
12499	36	6456
12500	58	3084
12501	136	6827
1	284	12502
12503	258	342
5010	450	12504
1219	96	12505
12506	114	197
12507	398	7653
12508	114	266
12509	0	1
3950	28	12510
12511	72	88
12512	34	266
1707	174	12513
2870	436	12514
12515	158	10106
12516	36	4946
12517	14	210
85	70	12518
12519	348	5176
12520	58	8969
12521	100	9654
12522	292	3966
12523	336	1127
12524	100	488
12525	56	72
3853	182	12526
12527	158	1078
